emotion,eye_openness,eyebrow_distance,mouth_opening,head_tilt
neutral,0.3631,0.6419,0.01,-16.2898
neutral,0.3572,0.379,0.0239,-2.6047
neutral,0.0879,0.3443,0.3581,-2.9877
neutral,0.3167,0.4888,0.039,5.3034
neutral,0.2841,0.3938,0.1062,-3.2071
neutral,0.2251,0.4796,0.0184,-7.1247
neutral,0.3115,0.4564,0.0237,-4.8134
neutral,0.3165,0.3117,0.0235,-13.3182
neutral,0.3824,0.4575,0.1993,-2.2957
neutral,0.3528,0.4346,0.0043,0.8964
neutral,0.315,0.3516,0.1063,-4.0401
neutral,0.3193,0.3422,0.2829,-3.1185
neutral,0.3001,0.4407,0.0156,20.3494
neutral,0.2978,0.4891,0.0063,-3.7782
neutral,0.2894,0.393,0.1129,-7.1499
neutral,0.3934,0.45,0.0277,-3.1912
neutral,0.2338,0.3882,0.0507,-3.1658
neutral,0.3646,0.4894,0.0146,10.1171
neutral,0.3707,0.3873,0.0064,4.8091
neutral,0.323,0.4697,0.0653,-9.0259
neutral,0.2377,0.3478,0.043,3.1925
neutral,0.2541,0.4205,0.0246,2.391
neutral,0.4237,0.395,0.1588,-4.9643
neutral,0.2587,0.3265,0.1556,-3.7232
neutral,0.3322,0.4885,0.3492,-1.2354
neutral,0.3021,0.3971,0.0089,3.8442
neutral,0.3149,0.3443,0.039,0.8832
neutral,0.3435,0.4494,0.0489,-17.1308
neutral,0.294,0.5083,0.0992,-3.8456
neutral,0.3992,0.5184,0.1829,-0.4251
neutral,0.2391,0.3075,0.012,-2.9627
neutral,0.3501,0.5391,0.0057,27.2907
neutral,0.2707,0.4426,0.1117,-5.5697
neutral,0.3976,0.3801,0.0565,-10.4886
neutral,0.1855,0.4744,0.1486,-2.7152
neutral,0.3563,0.3975,0.1378,5.9717
neutral,0.3434,0.5593,0.0057,4.765
neutral,0.3634,0.3925,0.045,-2.9219
neutral,0.3259,0.5126,0.0722,0.0174
neutral,0.3685,0.6225,0.0073,-10.7603
neutral,0.3202,0.4827,0.224,-1.134
neutral,0.3802,0.4148,0.0071,-0.8144
neutral,0.1564,0.3389,0.0704,-12.1917
neutral,0.3258,0.3809,0.0609,3.0879
neutral,0.3273,0.378,0.2396,15.1752
neutral,0.3699,0.3536,0.0158,2.729
neutral,0.3697,0.4826,0.015,15.9076
neutral,0.1358,0.5422,0.0308,0.021
neutral,0.1898,0.326,0.0894,-3.564
neutral,0.181,0.354,0.5422,6.1842
neutral,0.2463,0.3448,0.0282,-1.6812
neutral,0.294,0.3852,0.1139,6.3771
neutral,0.3814,0.4586,0.2807,2.8636
neutral,0.176,0.4335,0.0091,0.5175
neutral,0.3997,0.359,0.2811,3.2415
neutral,0.2549,0.4652,0.1263,1.2812
neutral,0.3097,0.3854,0.017,-11.2191
neutral,0.3258,0.4915,0.0018,4.2629
neutral,0.0308,0.4631,0.008,1.7113
neutral,0.3889,0.4309,0.071,-6.2379
neutral,0.2917,0.3685,0.0382,4.4349
neutral,0.3858,0.36,0.1576,8.241
neutral,0.2455,0.4193,0.0197,-5.6985
neutral,0.4398,0.4181,0.0113,-8.3781
neutral,0.3268,0.4759,0.2382,5.1728
neutral,0.3634,0.4202,0.0131,-0.8593
neutral,0.3529,0.4831,0.0276,0.0798
neutral,0.076,0.4458,0.1299,-2.636
neutral,0.3237,0.4494,0.0057,3.3876
neutral,0.3243,0.602,0.0131,-1.6806
neutral,0.3713,0.4842,0.0072,-5.7342
neutral,0.2739,0.4533,0.1717,1.1761
neutral,0.4639,0.4611,0.0947,3.4294
neutral,0.3797,0.4191,0.2312,-0.6033
neutral,0.3649,0.3895,0.0134,-9.6857
neutral,0.3602,0.4714,0.0049,1.5204
neutral,0.3473,0.6209,0.2354,-8.9471
neutral,0.3531,0.5526,0.0068,8.7909
neutral,0.2564,0.3787,0.0261,-19.4031
neutral,0.3708,0.4596,0.0173,-7.8626
neutral,0.3774,0.5407,0.0144,-3.6059
neutral,0.3844,0.4254,0.0039,14.4736
neutral,0.3675,0.549,0.019,-10.5165
neutral,0.2943,0.4295,0.2658,0.1318
neutral,0.378,0.3817,0.0241,-6.4985
neutral,0.3076,0.3571,0.0236,3.0543
neutral,0.3543,0.4476,0.0789,-17.9055
neutral,0.4015,0.4653,0.037,-7.368
neutral,0.3329,0.42,0.067,3.7904
neutral,0.3085,0.4339,0.0438,-1.9367
neutral,0.2726,0.2952,0.2804,-5.2738
neutral,0.2926,0.4594,0.0224,2.5949
neutral,0.2329,0.4259,0.0284,5.825
neutral,0.3172,0.479,0.0903,2.1547
neutral,0.2234,0.4322,0.0285,-6.3977
neutral,0.375,0.369,0.1267,-1.3493
neutral,0.3792,0.4308,0.0429,27.191
neutral,0.3243,0.4679,0.1162,-5.1516
neutral,0.2325,0.4719,0.066,-0.2265
neutral,0.2936,0.4832,0.375,-11.1882
neutral,0.487,0.4789,0.3912,-7.4552
neutral,0.2406,0.4594,0.0184,1.1094
neutral,0.319,0.442,0.0108,-6.5865
neutral,0.3592,0.3468,0.0182,-41.6762
neutral,0.315,0.2716,0.0395,7.2206
neutral,0.3463,0.4591,0.0231,-6.2766
neutral,0.3848,0.479,0.132,-7.6369
neutral,0.3699,0.5231,0.0337,-2.0168
neutral,0.3604,0.3188,0.0654,-13.3808
neutral,0.4114,0.538,0.0241,-0.397
neutral,0.1874,0.3775,0.0703,0.3694
neutral,0.2801,0.4355,0.0164,-6.9974
neutral,0.2589,0.3474,0.0224,4.8471
neutral,0.2346,0.4671,0.0526,0.2185
neutral,0.1669,0.3994,0.2694,-4.1561
neutral,0.3337,0.3078,0.0203,0.9389
neutral,0.2717,0.4896,0.0137,-0.0673
neutral,0.3909,0.4052,0.273,-5.4706
neutral,0.3464,0.3422,0.0467,-2.9475
neutral,0.3387,0.4466,0.0292,2.6657
neutral,0.3154,0.4826,0.0249,0.4769
neutral,0.2584,0.3335,0.0516,-36.4959
neutral,0.3407,0.5716,0.0213,-7.5538
neutral,0.3018,0.367,0.005,1.957
neutral,0.3148,0.5178,0.0845,-0.9793
neutral,0.268,0.4838,0.2193,1.7493
neutral,0.3284,0.4302,0.1149,3.4085
neutral,0.3703,0.5367,0.2077,8.8832
neutral,0.4784,0.4383,0.0081,2.3532
neutral,0.3385,0.4836,0.0045,3.6352
neutral,0.1725,0.4522,0.1378,-4.3771
neutral,0.2975,0.377,0.1321,3.7718
neutral,0.3007,0.3126,0.0871,-2.9291
neutral,0.4011,0.5188,0.0602,2.2073
neutral,0.3533,0.4976,0.0039,-17.8513
neutral,0.2506,0.4943,0.0815,-10.2668
neutral,0.2592,0.3927,0.0096,11.9334
neutral,0.3859,0.5307,0.0089,-5.7909
neutral,0.3276,0.5085,0.0556,-3.7476
neutral,0.3302,0.3272,0.0037,10.0793
neutral,0.322,0.4746,0.2377,-6.1578
neutral,0.2318,0.3768,0.0727,11.6448
neutral,0.2605,0.4372,0.0502,0.1202
neutral,0.3186,0.4427,0.0353,-5.499
neutral,0.3197,0.4655,0.0115,3.1424
neutral,0.3963,0.4591,0.012,1.5141
neutral,0.2882,0.3936,0.0142,3.8303
neutral,0.334,0.5134,0.031,-0.0342
neutral,0.353,0.5554,0.0085,-5.0871
neutral,0.358,0.4997,0.0064,-0.9379
neutral,0.2753,0.2715,0.4868,-13.0977
neutral,0.3564,0.5096,0.0329,-6.1146
neutral,0.2498,0.467,0.0292,0.7425
neutral,0.3554,0.3966,0.0111,-0.5039
neutral,0.3023,0.4732,0.1344,-5.5
neutral,0.4011,0.3436,0.1931,-0.5763
neutral,0.2552,0.4521,0.0126,-9.3844
neutral,0.3319,0.4216,0.0853,5.4291
neutral,0.3168,0.3287,0.0133,0.5824
neutral,0.2428,0.5194,0.1367,22.1756
neutral,0.3895,0.4016,0.0274,-0.9577
neutral,0.3777,0.4318,0.1515,-7.948
neutral,0.3279,0.4541,0.0763,-4.2282
neutral,0.3311,0.4696,0.0827,-0.425
neutral,0.1997,0.3503,0.0186,10.039
neutral,0.3886,0.5243,0.1339,-1.0585
neutral,0.2846,0.2748,0.1496,11.1317
neutral,0.3624,0.4514,0.0561,-38.2332
neutral,0.2365,0.5121,0.0103,6.2057
neutral,0.4359,0.5112,0.0057,0.3525
neutral,0.386,0.437,0.0222,3.0842
neutral,0.3813,0.4512,0.1313,7.8748
neutral,0.3029,0.4655,0.0466,2.7069
neutral,0.2106,0.3096,0.3679,-9.1032
neutral,0.2885,0.5263,0.0219,-0.0638
neutral,0.3213,0.3889,0.0249,3.8641
neutral,0.3868,0.3922,0.0491,1.7593
neutral,0.28,0.3064,0.202,-3.5241
neutral,0.1338,0.3993,0.0073,-6.1579
neutral,0.2877,0.4685,0.2546,-0.4101
neutral,0.3798,0.5316,0.0104,4.2515
neutral,0.3353,0.5784,0.1165,-1.5902
neutral,0.3236,0.4602,0.0916,-2.7637
neutral,0.2879,0.4255,0.0877,-3.6048
neutral,0.1883,0.3828,0.3885,6.8119
neutral,0.0927,0.3618,0.3145,-35.0679
neutral,0.3813,0.5186,0.0428,-3.0213
neutral,0.4146,0.3433,0.0052,4.0344
neutral,0.3431,0.5688,0.0226,-7.0237
neutral,0.299,0.255,0.0154,13.2636
neutral,0.332,0.4115,0.0905,-2.9021
neutral,0.3439,0.4998,0.0119,5.1438
neutral,0.3532,0.5133,0.0175,-11.6527
neutral,0.3669,0.4674,0.0226,0.5974
neutral,0.2298,0.3998,0.0927,-0.9979
neutral,0.2954,0.4185,0.0092,-5.9534
neutral,0.3495,0.3537,0.3247,-6.0441
neutral,0.1563,0.3391,0.1303,-1.4102
neutral,0.574,0.5044,0.0204,6.417
neutral,0.2525,0.3873,0.2312,3.2225
neutral,0.4015,0.5081,0.0807,6.4814
neutral,0.2795,0.5513,0.1317,-1.8303
neutral,0.3785,0.4299,0.2812,1.7587
neutral,0.0221,0.4553,0.0115,-0.0683
neutral,0.4445,0.5543,0.0833,-6.3471
neutral,0.3184,0.302,0.0214,-17.2598
neutral,0.3953,0.4949,0.0136,2.7865
neutral,0.4503,0.3146,0.2471,-10.0699
neutral,0.4069,0.456,0.1562,12.0428
neutral,0.2967,0.4536,0.0093,1.4624
neutral,0.2364,0.4784,0.0013,-4.4144
neutral,0.3712,0.4087,0.0665,11.2041
neutral,0.2098,0.4189,0.2612,-3.4911
neutral,0.3028,0.4444,0.1727,3.3623
neutral,0.34,0.56,0.2272,4.6716
neutral,0.3026,0.4818,0.0088,-3.7936
neutral,0.3677,0.3607,0.1128,-1.2541
neutral,0.0815,0.4934,0.1327,-8.115
neutral,0.2868,0.4686,0.0491,-1.9939
neutral,0.3465,0.5037,0.0557,1.7681
neutral,0.3215,0.487,0.0634,-2.0766
neutral,0.3151,0.3812,0.0077,-5.2987
neutral,0.3454,0.583,0.0326,32.3709
neutral,0.2544,0.4863,0.0112,4.5505
neutral,0.2962,0.4761,0.0105,-7.9096
neutral,0.335,0.4365,0.0575,-3.6095
neutral,0.3674,0.5166,0.0367,2.8543
neutral,0.2497,0.4626,0.0704,0.1227
neutral,0.3307,0.4429,0.02,-14.8652
neutral,0.3111,0.3284,0.0118,12.0037
neutral,0.1542,0.4607,0.098,-14.619
neutral,0.394,0.5177,0.0769,-4.888
neutral,0.3629,0.4287,0.0467,-0.0403
neutral,0.3421,0.377,0.1498,-3.4319
neutral,0.3883,0.5977,0.1382,-2.4655
neutral,0.3813,0.4337,0.0286,-10.2458
neutral,0.3721,0.3861,0.2046,-1.7111
neutral,0.3471,0.4629,0.2394,9.0474
neutral,0.3869,0.3235,0.2621,-10.1146
neutral,0.3042,0.4731,0.012,-4.2385
neutral,0.4152,0.4754,0.2886,-9.1107
neutral,0.1472,0.2855,0.0289,-3.579
neutral,0.3374,0.443,0.1861,21.8069
neutral,0.3447,0.4816,0.0388,-4.2975
neutral,0.3491,0.3854,0.0775,-0.2826
neutral,0.3244,0.4527,0.0379,-8.1052
neutral,0.2967,0.5043,0.0719,6.6142
neutral,0.2977,0.4776,0.2166,1.1768
neutral,0.2897,0.4255,0.0419,-14.2357
neutral,0.3599,0.4203,0.0147,-14.4344
neutral,0.0581,0.4349,0.0535,3.406
neutral,0.3207,0.6407,0.022,-2.8646
neutral,0.2574,0.3773,0.0236,3.7539
neutral,0.3156,0.4363,0.0381,-4.0493
neutral,0.3392,0.477,0.0023,3.9924
neutral,0.1116,0.4782,0.0085,1.6679
neutral,0.317,0.284,0.0187,12.4145
neutral,0.3361,0.3765,0.0317,-6.8491
neutral,0.3375,0.4667,0.1284,-0.325
neutral,0.3678,0.4032,0.0263,0.2914
neutral,0.4319,0.3646,0.1089,0.1642
neutral,0.2459,0.4825,0.0132,8.3509
neutral,0.297,0.4041,0.0252,-4.3187
neutral,0.4657,0.4452,1.6867,-22.5312
neutral,0.4031,0.4307,0.1206,6.2312
neutral,0.331,0.4713,0.1106,0.8202
neutral,0.3412,0.4553,0.0621,0.0148
neutral,0.0578,0.4864,0.2518,24.3511
neutral,0.3517,0.4318,0.062,-0.2477
neutral,0.3178,0.5345,0.0539,1.1712
neutral,0.3318,0.4197,0.0252,-3.5141
neutral,0.2071,0.3727,0.0622,-3.045
neutral,0.2956,0.5034,0.0521,-2.1918
neutral,0.2523,0.3259,0.0171,15.8475
neutral,0.3545,0.42,0.1426,0.1975
neutral,0.2982,0.4389,0.0798,-4.1978
neutral,0.3397,0.33,0.0458,-11.9418
neutral,0.2692,0.4699,0.0483,1.2897
neutral,0.2415,0.3893,0.0128,1.377
neutral,0.3006,0.443,0.0267,1.2279
neutral,0.2671,0.2944,0.006,59.3542
neutral,0.3004,0.315,0.0327,-3.0435
neutral,0.3237,0.4691,0.1551,-0.5242
neutral,0.3781,0.4694,0.1041,1.6945
neutral,0.4359,0.4925,0.0175,-0.9896
neutral,0.311,0.4659,0.1669,5.7268
neutral,0.3474,0.3668,0.0099,-4.2092
neutral,0.2961,0.4773,0.0202,1.4958
neutral,0.4701,0.3831,0.0166,-1.1045
neutral,0.3715,0.4038,0.0247,1.373
neutral,0.1116,0.4782,0.0085,1.6679
neutral,0.4004,0.5073,0.2281,17.87
neutral,0.2593,0.5655,0.0137,-2.798
neutral,0.3618,0.3837,0.1026,5.7814
neutral,0.1854,0.4529,0.0468,0.0424
neutral,0.3919,0.4997,0.0074,1.1874
neutral,0.2827,0.4747,0.0367,-1.6403
neutral,0.3652,0.361,0.0552,-22.5425
neutral,0.2876,0.3967,0.0186,4.0897
neutral,0.2437,0.3615,0.0545,-1.1708
neutral,0.3618,0.5521,0.0706,-2.6087
neutral,0.1889,0.4427,0.1169,15.2909
neutral,0.3963,0.4705,0.0307,-3.4321
neutral,0.3258,0.4892,0.253,-1.4054
neutral,0.3108,0.4197,0.1658,-4.5558
neutral,0.297,0.45,0.1204,-6.4995
neutral,0.3579,0.4593,0.0423,4.6154
neutral,0.2981,0.4611,0.0064,-0.0607
neutral,0.2313,0.4519,0.0339,-17.2113
neutral,0.3528,0.5275,0.0392,-1.2685
neutral,0.3195,0.4258,0.05,0.582
neutral,0.3865,0.4316,0.0603,-4.0918
neutral,0.3632,0.3441,0.0641,-0.1542
neutral,0.2995,0.472,0.0259,-0.4881
neutral,0.3628,0.5753,0.0754,2.2836
neutral,0.3503,0.3687,0.0045,-23.2512
neutral,0.4074,0.5576,0.0188,-7.4649
neutral,0.3361,0.4092,0.0714,3.9609
neutral,0.3547,0.517,0.0952,3.2398
neutral,0.3732,0.3814,0.395,-49.3321
neutral,0.3766,0.3721,0.0202,-17.2552
neutral,0.3006,0.4222,0.0037,7.2333
neutral,0.2741,0.4024,0.1007,6.3152
neutral,0.1644,0.3033,0.0324,-31.8785
neutral,0.3362,0.4573,0.0379,9.5583
neutral,0.3864,0.5052,0.1794,1.3827
neutral,0.1728,0.4162,0.0101,-1.6808
neutral,0.2618,0.4415,0.0534,1.9172
neutral,0.4107,0.5646,0.0323,1.8187
neutral,0.375,0.5396,0.0147,14.456
neutral,0.3399,0.3614,0.1252,-2.0579
neutral,0.299,0.5271,0.0098,6.4552
neutral,0.4388,0.4073,0.0648,-3.3965
neutral,0.272,0.4591,0.1578,-2.7717
neutral,0.3521,0.4556,0.0134,3.9613
neutral,0.3673,0.467,0.0139,-0.2929
neutral,0.3016,0.3812,0.02,1.4601
neutral,0.2956,0.5332,0.0127,-13.9828
neutral,0.2199,0.3766,0.1546,1.0698
neutral,0.3707,0.5972,0.0958,-23.347
neutral,0.3799,0.4478,0.0083,-9.5104
neutral,0.2153,0.4934,0.0308,11.5756
neutral,0.3265,0.3731,0.0603,0.328
neutral,0.3239,0.4825,0.0115,-0.2495
neutral,0.2435,0.4028,0.0847,-17.7776
neutral,0.304,0.4492,0.0019,-4.0071
neutral,0.3301,0.5005,0.0821,-0.478
neutral,0.3644,0.411,0.0203,1.0738
neutral,0.4061,0.4022,0.1563,-30.5236
neutral,0.3106,0.4412,0.0123,-13.688
neutral,0.3731,0.4621,0.1246,-8.2481
neutral,0.376,0.5831,0.0021,9.4954
neutral,0.2297,0.4242,0.1862,-5.0454
neutral,0.3234,0.6923,0.0171,-0.7047
neutral,0.3499,0.4601,0.1902,-4.6178
neutral,0.3423,0.4429,0.02,-0.863
neutral,0.1399,0.4307,0.0666,-18.2725
neutral,0.3784,0.4839,0.0331,-1.6824
neutral,0.2978,0.3353,0.0093,7.1895
neutral,0.4198,0.4187,0.0301,-5.4109
neutral,0.2556,0.4054,0.1526,8.2626
neutral,0.3435,0.3941,0.0022,4.7538
neutral,0.4078,0.4872,0.1273,-2.663
neutral,0.394,0.4495,0.0326,-3.5806
neutral,0.3083,0.4229,0.0455,-3.0291
neutral,0.2124,0.107,0.0191,-2.1082
neutral,0.2745,0.4658,0.0152,-1.2985
neutral,0.2311,0.4721,0.127,6.0789
neutral,0.3766,0.5093,0.0863,-13.4605
neutral,0.2883,0.4355,0.0295,-1.8228
neutral,0.2158,0.4547,0.1716,1.2985
neutral,0.3166,0.3935,0.1051,6.609
neutral,0.2779,0.297,0.0077,-10.4702
neutral,0.3423,0.4108,0.2764,-1.2535
neutral,0.3122,0.4116,0.0052,-4.0372
neutral,0.2866,0.4891,0.0872,0.2171
neutral,0.1796,0.4786,0.0164,-0.8343
neutral,0.1801,0.3042,0.1295,-9.4797
neutral,0.2496,0.4494,0.0807,17.6666
neutral,0.3012,0.4457,0.3516,-0.0953
neutral,0.1164,0.2265,0.238,-42.9827
neutral,0.3135,0.4155,0.0144,-3.9673
neutral,0.3204,0.4434,0.0165,-2.3181
neutral,0.3801,0.4961,0.0092,-7.0313
neutral,0.4016,0.3172,0.0584,5.8263
neutral,0.4419,0.3452,0.035,4.4144
neutral,0.3719,0.4761,0.2393,2.1471
neutral,0.2283,0.3932,0.0727,-27.927
neutral,0.3201,0.4574,0.0315,-4.2862
neutral,0.3179,0.4183,0.1285,-0.8212
neutral,0.3354,0.3869,0.0161,-1.8968
neutral,0.1364,0.5226,0.137,-5.11
neutral,0.2891,0.511,0.1441,-0.193
neutral,0.0596,0.4626,0.0058,-6.8215
neutral,0.4399,0.3927,0.2637,-3.4318
neutral,0.3368,0.4628,0.0233,10.1423
neutral,0.3115,0.4534,0.2105,-6.9041
neutral,0.3624,0.3652,0.0102,-2.705
neutral,0.4003,0.4257,0.0027,-2.9215
neutral,0.2274,0.4429,0.0457,-2.7493
neutral,0.2433,0.2705,0.0298,40.0284
neutral,0.3757,0.4798,0.0316,-2.5796
neutral,0.3025,0.3998,0.025,46.1347
neutral,0.304,0.4778,0.0193,-1.644
neutral,0.3456,0.4259,0.0113,-0.6016
neutral,0.2776,0.4422,0.0571,-13.1348
neutral,0.0814,0.5345,0.0118,57.2876
neutral,0.1445,0.4002,0.0099,24.7269
neutral,0.4249,0.4641,0.2499,6.4048
neutral,0.3894,0.3619,0.4684,11.868
neutral,0.1541,0.4972,0.394,9.5299
neutral,0.1825,0.324,0.1936,-6.9493
neutral,0.3715,0.3108,0.2864,5.3695
neutral,0.3491,0.5697,0.0269,-0.1904
neutral,0.4274,0.5659,0.0201,-4.6905
neutral,0.294,0.3665,0.1901,11.9863
neutral,0.2993,0.4105,0.0678,-2.5147
neutral,0.2838,0.4207,0.0424,1.6744
neutral,0.2707,0.4424,0.0151,17.2436
neutral,0.4497,0.431,0.3526,-2.9503
neutral,0.363,0.4531,0.0646,-0.8184
neutral,0.3791,0.4595,0.1566,2.4232
neutral,0.2902,0.4336,0.0702,9.141
neutral,0.3551,0.5153,0.0171,-3.449
neutral,0.2864,0.4379,0.0122,6.6803
neutral,0.5004,0.5075,0.0089,1.9193
neutral,0.4894,0.419,0.0085,-9.6949
neutral,0.2748,0.4247,0.0274,1.3649
neutral,0.4269,0.3014,0.2211,-8.8928
neutral,0.3442,0.4528,0.072,-18.1605
neutral,0.3354,0.3501,0.0037,5.2334
neutral,0.3091,0.3759,0.0181,0.1327
neutral,0.2207,0.4343,0.0522,-13.5281
neutral,0.3207,0.5592,0.2529,0.567
neutral,0.3102,0.4139,0.0439,5.1266
neutral,0.3557,0.5014,0.2323,2.4542
neutral,0.2962,0.4761,0.0105,-7.9096
neutral,0.2943,0.4406,0.0865,-0.0245
neutral,0.3095,0.5352,0.021,-2.7239
neutral,0.2643,0.5594,0.0215,3.0097
neutral,0.3347,0.4514,0.0998,-8.1176
neutral,0.3974,0.4717,0.0051,4.8138
neutral,0.2736,0.3668,0.06,-0.497
neutral,0.2131,0.2637,0.0203,23.5736
neutral,0.3822,0.4161,0.0536,28.8871
neutral,0.1698,0.4398,0.0497,-4.2458
neutral,0.0689,0.4892,0.0257,-6.9743
neutral,0.3411,0.4919,0.0184,-0.4531
neutral,0.293,0.4908,0.1204,-1.6014
neutral,0.2428,0.4175,0.2606,-2.5035
neutral,0.2224,0.3393,0.1515,0.2874
neutral,0.2093,0.3134,0.0624,-2.0942
neutral,0.061,0.4224,0.2373,5.2657
neutral,0.2219,0.4251,0.0356,1.3622
neutral,0.2742,0.3878,0.0192,42.4659
neutral,0.3984,0.3961,0.084,-18.0386
neutral,0.2748,0.4291,0.0231,1.1166
neutral,0.3733,0.3977,0.2284,19.311
neutral,0.2621,0.3623,0.0178,-0.802
neutral,0.2163,0.3126,0.013,-3.1315
neutral,0.309,0.5233,0.0088,-3.3483
neutral,0.3247,0.4925,0.0065,0.26
neutral,0.263,0.562,0.1923,10.3493
neutral,0.3413,0.469,0.0923,-3.1055
neutral,0.3136,0.4496,0.0129,0.1222
neutral,0.339,0.5562,0.1082,-33.0276
neutral,0.2926,0.4946,0.0014,0.5294
neutral,0.3876,0.498,0.0192,2.3235
neutral,0.1653,0.4105,0.0242,2.411
neutral,0.4094,0.45,0.1987,-5.4596
neutral,0.3184,0.4854,0.1475,-6.5666
neutral,0.35,0.5017,0.0506,-16.828
neutral,0.4527,0.4057,0.0167,16.0897
neutral,0.3153,0.4955,0.034,5.5887
neutral,0.2363,0.4009,0.0007,-3.1018
neutral,0.2774,0.5634,0.187,12.0844
neutral,0.0376,0.5412,0.0529,0.5825
neutral,0.3521,0.593,0.0048,-0.237
neutral,0.2454,0.3115,0.0822,20.5067
neutral,0.4156,0.2519,0.3704,45.3224
neutral,0.3296,0.4669,0.0084,-2.66
neutral,0.2902,0.3939,0.2352,-41.8296
neutral,0.1264,0.1164,0.0764,-17.0737
neutral,0.3286,0.3936,0.0327,-4.5046
neutral,0.3862,0.5845,0.005,-30.0822
neutral,0.332,0.4115,0.0905,-2.9021
neutral,0.3715,0.4742,0.0148,-14.4444
neutral,0.4442,0.4257,0.0429,-0.5499
neutral,0.3376,0.4254,0.0202,1.6768
neutral,0.3677,0.4338,0.0579,-7.2826
neutral,0.4186,0.4086,0.0282,1.2452
neutral,0.3459,0.5884,0.0579,-10.1385
neutral,0.3096,0.5167,0.002,-4.8018
neutral,0.4012,0.4489,0.81,-26.2783
neutral,0.3597,0.3911,0.002,12.4368
neutral,0.2486,0.4376,0.0429,3.4423
neutral,0.2905,0.4459,0.0885,3.7325
neutral,0.2959,0.0891,0.0178,52.1874
neutral,0.1736,0.3886,0.0456,-10.7639
neutral,0.3092,0.4273,0.0287,-1.1834
neutral,0.3389,0.4492,0.0865,-10.1111
neutral,0.4371,0.4483,0.2616,1.4494
neutral,0.3794,0.4356,0.0106,2.9959
neutral,0.2218,0.3247,0.0245,-4.3628
neutral,0.3317,0.494,0.1498,6.2173
neutral,0.4311,0.5445,0.121,3.4836
neutral,0.3012,0.4338,0.0416,-2.7753
neutral,0.3612,0.4881,0.0517,-2.4683
neutral,0.194,0.439,0.0357,-3.7684
neutral,0.3311,0.4674,0.0983,-9.1844
neutral,0.3191,0.4583,0.0083,9.6199
neutral,0.3115,0.4032,0.1213,-6.3091
neutral,0.3342,0.4955,0.0642,8.1502
neutral,0.3314,0.5413,0.0085,-0.3671
neutral,0.3205,0.4536,0.0657,3.0469
neutral,0.2539,0.4194,0.0576,0.9857
neutral,0.349,0.4495,0.0571,-3.4269
neutral,0.3884,0.4315,0.2497,1.7337
neutral,0.3061,0.3647,0.1351,9.3861
neutral,0.2336,0.4261,0.0063,-2.2159
neutral,0.3564,0.4361,0.0286,0.4371
neutral,0.266,0.5026,0.0095,-3.0851
neutral,0.3292,0.3872,0.2583,-2.2489
neutral,0.3184,0.302,0.0214,-17.2598
neutral,0.3685,0.4214,0.1598,-1.9642
neutral,0.3867,0.5294,0.2907,-33.0321
neutral,0.2843,0.5293,0.0249,-9.4327
neutral,0.2459,0.4557,0.1127,-0.7773
neutral,0.3551,0.5174,0.2678,3.7879
neutral,0.2222,0.3057,0.266,1.5975
neutral,0.2937,0.4653,0.0062,4.3979
neutral,0.3818,0.4558,0.1017,-1.0682
neutral,0.2565,0.4796,0.0389,-1.8362
neutral,0.3611,0.4172,0.0138,3.4756
neutral,0.3611,0.3851,0.0323,1.3516
neutral,0.3015,0.372,0.1395,0.2998
neutral,0.2957,0.4879,0.0397,2.8491
neutral,0.366,0.457,0.0121,-9.4958
neutral,0.415,0.4169,0.3031,1.2435
neutral,0.3521,0.4372,0.0154,-1.918
neutral,0.3447,0.5306,0.0424,-0.6499
neutral,0.3212,0.5197,0.071,-1.2617
neutral,0.3703,0.5388,0.0144,-5.131
neutral,0.2617,0.274,0.0117,-2.7745
neutral,0.3375,0.441,0.1949,1.8582
neutral,0.3858,0.4444,0.374,8.5008
neutral,0.3589,0.355,0.0107,-29.4901
neutral,0.3655,0.6143,0.006,5.2606
neutral,0.3499,0.4363,0.0845,15.926
neutral,0.4003,0.4257,0.0027,-2.9215
neutral,0.3357,0.4428,0.2247,2.2463
neutral,0.3503,0.44,0.0042,1.7866
neutral,0.3621,0.3282,0.006,8.8656
neutral,0.3253,0.3806,0.1024,-1.531
neutral,0.3906,0.4675,0.1722,-5.1122
neutral,0.3672,0.4344,0.1503,4.3508
neutral,0.3823,0.5917,0.0031,6.2345
neutral,0.2569,0.4129,0.0279,-1.3209
neutral,0.3688,0.5556,0.2407,12.7602
neutral,0.3038,0.4262,0.0276,2.1486
neutral,0.2922,0.3899,0.0689,3.0398
neutral,0.4465,0.4862,0.0519,-2.6603
neutral,0.4818,0.5196,0.2382,-10.0828
neutral,0.2957,0.425,0.0904,-18.1055
neutral,0.4336,0.5357,0.0046,-1.6537
neutral,0.102,0.3461,0.1985,6.4437
neutral,0.3126,0.4181,0.1126,16.1692
neutral,0.1851,0.3985,0.0304,4.4432
neutral,0.2556,0.4846,0.0169,2.9638
neutral,0.2543,0.42,0.0138,-1.3089
neutral,0.3708,0.5036,0.0056,-3.79
neutral,0.3806,0.4157,0.017,0.8208
neutral,0.252,0.4295,0.0586,1.3771
neutral,0.1869,0.4702,0.0448,-6.4301
neutral,0.2651,0.4382,0.1991,0.266
neutral,0.338,0.4333,0.0735,-3.5498
neutral,0.2231,0.4088,0.0125,7.2896
neutral,0.3219,0.4563,0.0994,-0.8281
