emotion,eye_openness,eyebrow_distance,mouth_opening,head_tilt
focused,0.3017,0.3083,0.227,13.9332
focused,0.3352,0.3236,0.2473,-9.4142
focused,0.3749,0.4823,0.0837,-7.0259
focused,0.3861,0.5169,0.282,-10.1643
focused,0.2812,0.4053,0.2286,14.1978
focused,0.3837,0.3835,0.663,6.4326
focused,0.0522,0.2706,0.0628,42.5612
focused,0.2976,0.4052,0.1821,4.1788
focused,0.2273,0.4513,0.0122,-2.209
focused,0.2797,0.4371,0.119,-5.1072
focused,0.3186,0.4707,0.1377,0.7789
focused,0.2921,0.4548,0.1862,1.7356
focused,0.1073,0.3842,0.1983,8.2015
focused,0.2342,0.4692,0.1706,2.4149
focused,0.2374,0.3956,0.0628,-4.1451
focused,0.273,0.3948,0.7589,29.5627
focused,0.2051,0.4901,0.1087,-2.67
focused,0.2456,0.4725,0.1324,3.1918
focused,0.2919,0.4675,0.3936,-5.7091
focused,0.2011,0.4994,0.4031,-24.0725
focused,0.3674,0.61,0.0186,-9.609
focused,0.1929,0.4088,0.1973,12.1172
focused,0.437,0.486,0.7018,-4.031
focused,0.1686,0.3902,0.373,-14.0391
focused,0.298,0.4568,0.1302,-3.3149
focused,0.3471,0.5298,0.1226,7.9063
focused,0.2949,0.3268,0.1867,-15.6406
focused,0.1897,0.4714,0.0302,41.6619
focused,0.3562,0.4269,0.1395,-37.4055
focused,0.1972,0.4765,0.1596,-29.214
focused,0.1652,0.4321,0.0093,-1.6133
focused,0.1479,0.4638,0.1674,2.918
focused,0.2703,0.4627,0.4247,-7.3709
focused,0.2946,0.3422,0.1356,-5.7135
focused,0.3807,0.4652,0.0252,-3.4023
focused,0.254,0.455,0.2108,5.3444
focused,0.1861,0.3893,0.3241,3.4037
focused,0.3513,0.4709,0.0801,-13.5138
focused,0.2618,0.5374,0.0235,0.3832
focused,0.3233,0.5728,0.0107,-15.0553
focused,0.0557,0.3354,0.5863,13.0796
focused,0.3319,0.3339,0.0301,-6.4116
focused,0.2703,0.4005,0.4889,-0.8309
focused,0.1863,0.4192,0.1841,10.3397
focused,0.1543,0.3315,0.3533,2.043
focused,0.2228,0.4565,0.1708,-18.7238
focused,0.168,0.3905,0.269,14.28
focused,0.3069,0.4347,0.1979,14.4101
focused,0.4098,0.4888,0.1213,5.9987
focused,0.0486,0.4365,0.2767,7.0448
focused,0.243,0.3408,0.1633,-0.71
focused,0.183,0.3513,0.2627,10.7343
focused,0.2388,0.4153,0.0607,-12.0568
focused,0.2206,0.4355,0.0492,6.7626
focused,0.3164,0.5016,0.0435,-3.5615
focused,0.2771,0.5675,0.0206,-2.9494
focused,0.2917,0.3809,0.2647,-2.2565
focused,0.2595,0.4152,0.1183,-0.1094
focused,0.417,0.4613,0.2794,-0.8544
focused,0.3116,0.3906,0.3285,4.5658
focused,0.2812,0.5294,0.1941,-13.1446
focused,0.3811,0.383,0.0394,17.8485
focused,0.3597,0.4884,0.0309,7.6039
focused,0.2213,0.4124,0.1307,-22.9745
focused,0.3554,0.3918,0.2482,0.9953
focused,0.3871,0.4383,0.3551,2.8305
focused,0.3095,0.4663,0.1559,-21.3074
focused,0.3291,0.4812,0.0133,-21.1803
focused,0.2428,0.4144,0.2628,0.7942
focused,0.2807,0.4884,0.185,2.2049
focused,0.2097,0.4205,0.0465,14.8328
focused,0.148,0.3544,0.2373,2.6825
focused,0.3057,0.4244,0.2248,-7.0368
focused,0.1394,0.3288,0.2636,-4.2509
focused,0.3692,0.3843,0.1306,-28.7419
focused,0.2195,0.3334,0.2161,14.2123
focused,0.3299,0.3,0.2394,5.6054
focused,0.1355,0.3554,0.5353,-20.2367
focused,0.2267,0.4165,0.1463,1.5847
focused,0.2768,0.4403,0.1966,2.2252
focused,0.196,0.2732,0.2108,-18.2203
focused,0.3141,0.5822,0.0713,-19.39
focused,0.3641,0.3554,0.1632,-2.9473
focused,0.3445,0.3568,0.2514,-3.1285
focused,0.1959,0.4097,0.2355,8.974
focused,0.4315,0.3762,0.6542,14.5197
focused,0.3469,0.4728,0.0498,9.7051
focused,0.3074,0.4535,0.4382,1.2633
focused,0.3426,0.4568,0.1645,5.8102
focused,0.3654,0.5636,0.1526,-12.7082
focused,0.167,0.5526,0.2079,12.0063
focused,0.3084,0.501,0.2429,-10.1753
focused,0.3099,0.4519,0.1692,-9.9311
focused,0.433,0.6122,0.0177,-7.7398
focused,0.3229,0.5092,0.0018,8.958
focused,0.2696,0.3899,0.1675,-2.9099
focused,0.3456,0.3887,0.2905,4.6189
focused,0.3755,0.3726,0.4681,4.5133
focused,0.3516,0.4491,0.3111,-8.6605
focused,0.246,0.4101,0.019,6.3255
focused,0.3305,0.4094,0.0061,2.3139
focused,0.2679,0.4717,0.1185,11.6281
focused,0.3665,0.3615,0.0157,1.0288
focused,0.4299,0.5705,0.1879,-0.8178
focused,0.3124,0.4558,0.1339,13.4755
focused,0.2887,0.418,0.1997,3.1584
focused,0.3184,0.2469,0.0895,-19.0528
focused,0.3574,0.4854,0.1927,-0.6066
focused,0.2866,0.4294,0.0231,8.6714
focused,0.2532,0.4652,0.2021,-4.9128
focused,0.2951,0.4544,0.1338,-5.8493
focused,0.2206,0.2978,0.6232,-11.1031
focused,0.3066,0.3977,0.6482,1.7922
focused,0.309,0.4677,0.0899,0.9665
focused,0.2787,0.4216,0.1573,-10.2825
focused,0.2931,0.4411,0.11,-3.9894
focused,0.2613,0.306,0.146,-17.6658
focused,0.3481,0.5011,0.1683,0.33
focused,0.3141,0.5129,0.1158,-5.8637
focused,0.3458,0.4197,0.2913,-1.6439
focused,0.4167,0.5382,0.2255,-2.2627
focused,0.3448,0.3285,0.2655,-13.505
focused,0.1805,0.4112,0.1406,-5.3099
focused,0.3321,0.439,0.1471,11.4352
focused,0.0831,0.3204,0.5215,-7.1765
focused,0.3645,0.4345,0.0089,-5.4634
focused,0.3117,0.3753,0.2941,-4.0343
focused,0.0966,0.42,0.4917,-6.2813
focused,0.2674,0.4166,0.2545,4.1986
focused,0.171,0.5424,0.2386,-12.8605
focused,0.3052,0.3784,0.1789,-2.4894
focused,0.2395,0.5012,0.1472,-1.0032
focused,0.2778,0.6192,0.1746,-11.7336
focused,0.2181,0.5082,0.1903,-9.8802
focused,0.1659,0.4534,0.2518,0.009
focused,0.3732,0.4565,0.0167,-1.5425
focused,0.0413,0.3886,0.3266,4.0459
focused,0.4794,0.3537,0.1657,-0.1946
focused,0.355,0.3817,0.1962,-5.1413
focused,0.3049,0.4146,0.1738,-4.1354
focused,0.2815,0.4717,0.1365,-14.9078
focused,0.3873,0.477,0.1951,-6.243
focused,0.1574,0.3874,0.6169,5.7021
focused,0.1979,0.3462,0.0408,26.5312
focused,0.3631,0.5392,0.1567,-3.6231
focused,0.1614,0.3507,0.3155,-9.7876
focused,0.0665,0.3405,0.0907,-3.1148
focused,0.2523,0.3968,0.1606,5.945
focused,0.3963,0.4679,0.2639,7.34
focused,0.2046,0.5608,0.009,-1.7216
focused,0.1271,0.3345,0.5003,-8.084
focused,0.3644,0.389,0.1255,-4.997
focused,0.3763,0.6336,0.0997,8.5364
focused,0.3156,0.3138,0.3631,8.3593
focused,0.2477,0.474,0.2507,-4.1116
focused,0.3455,0.5202,0.0733,-4.0988
focused,0.2928,0.3536,0.1367,48.2432
focused,0.3676,0.4495,0.4821,-13.394
focused,0.1407,0.4081,0.2444,-9.703
focused,0.149,0.407,0.0102,-0.8686
focused,0.3051,0.3677,0.2481,-2.7072
focused,0.3162,0.4854,0.2566,-1.5694
focused,0.1946,0.3857,0.3305,8.7635
focused,0.2277,0.4435,0.255,6.0551
focused,0.3043,0.2988,0.0815,-18.9736
focused,0.342,0.4279,0.7226,-29.6085
focused,0.3135,0.4049,0.1075,6.4488
focused,0.1151,0.3578,0.0179,-1.5335
focused,0.3991,0.3664,0.0066,1.7442
focused,0.2704,0.4552,0.1944,18.4602
focused,0.4344,0.6526,0.0019,6.1271
focused,0.2607,0.4243,0.1449,-7.6453
focused,0.293,0.4119,0.1875,-0.8108
focused,0.2093,0.3967,0.0487,-6.9697
focused,0.3094,0.4932,0.1678,-30.8606
focused,0.3563,0.3967,0.0598,5.5762
focused,0.2763,0.3262,0.2876,27.625
focused,0.2688,0.458,0.4109,11.1399
focused,0.3809,0.358,0.2012,18.7305
focused,0.1592,0.4409,0.2368,-5.2532
focused,0.2118,0.3228,0.2491,4.6897
focused,0.3493,0.5204,0.0615,1.9832
focused,0.2728,0.5294,0.0236,1.3217
focused,0.4065,0.4375,0.0606,-6.9187
focused,0.2974,0.4993,0.1391,0.4149
focused,0.3476,0.3299,0.1209,-4.0676
focused,0.3588,0.3254,0.1807,0.8017
focused,0.1473,0.447,0.2145,11.0024
focused,0.2969,0.4456,0.1029,0.8487
focused,0.4239,0.3813,0.2078,19.7108
focused,0.1652,0.311,0.0569,10.5358
focused,0.3336,0.3605,0.2549,-4.8702
focused,0.0819,0.383,0.3847,-0.7333
focused,0.2206,0.4176,0.0055,-2.2331
focused,0.1442,0.3898,0.2503,5.7954
focused,0.3552,0.4542,0.0075,-0.5686
focused,0.2158,0.2506,0.5349,4.6651
focused,0.2167,0.4878,0.1042,7.3814
focused,0.1973,0.4023,0.1291,19.8297
focused,0.3494,0.4283,0.1378,-14.0194
focused,0.2956,0.4087,0.1474,-31.7084
focused,0.2646,0.4247,0.2451,-19.1692
focused,0.3555,0.487,0.0459,2.273
focused,0.3292,0.4292,0.0148,46.2469
focused,0.2753,0.4088,0.1426,2.2658
focused,0.2143,0.4286,0.2574,-3.2491
focused,0.3103,0.4281,0.1234,2.396
focused,0.3187,0.4043,0.011,5.5981
focused,0.2443,0.4165,0.1818,11.1716
focused,0.2904,0.58,0.01,18.5273
focused,0.3245,0.4434,0.1206,19.3043
focused,0.2408,0.4068,0.0503,-3.9448
focused,0.2806,0.4625,0.3238,-2.9568
focused,0.297,0.3738,0.3304,1.4861
focused,0.3208,0.436,0.0614,-6.6344
focused,0.251,0.5589,0.1251,5.7762
focused,0.3275,0.4366,0.2344,-6.0143
focused,0.2521,0.2968,0.3056,57.444
focused,0.3392,0.4708,0.4143,2.1555
focused,0.3432,0.5245,0.2005,-3.7543
focused,0.2684,0.393,0.4208,-8.4769
focused,0.298,0.3654,0.1595,23.3894
focused,0.4263,0.5942,0.0125,0.3933
focused,0.2445,0.3022,0.2085,-4.1401
focused,0.3127,0.4311,0.2354,2.6805
focused,0.2855,0.502,0.1748,-2.5318
focused,0.1205,0.4036,0.1757,3.2322
focused,0.3,0.3867,0.4119,4.5142
focused,0.3009,0.336,0.2983,-6.2923
focused,0.3177,0.4355,0.0251,6.078
focused,0.095,0.4535,0.221,18.2199
focused,0.2848,0.5084,0.2134,6.0553
focused,0.2628,0.2627,0.5026,-5.0484
focused,0.3381,0.3444,0.3181,12.8831
focused,0.3897,0.3758,0.2356,-3.4028
focused,0.3651,0.4461,0.0141,-8.3221
focused,0.2596,0.4975,0.1929,-1.4564
focused,0.2022,0.4292,0.2724,-6.1526
focused,0.3564,0.5257,0.0364,-3.9441
focused,0.1622,0.5194,0.2133,-16.0188
focused,0.3295,0.4091,0.2081,-24.2379
focused,0.2457,0.3525,0.0201,16.7169
focused,0.1701,0.3688,0.1957,12.8327
focused,0.3269,0.4496,0.1479,-1.2117
focused,0.2229,0.4529,0.4536,-63.2159
focused,0.2591,0.0974,0.1732,-24.5994
focused,0.1995,0.3191,0.618,17.6521
focused,0.242,0.3054,0.1812,-3.0785
focused,0.1962,0.375,0.2584,20.4827
focused,0.3422,0.4961,0.0111,4.3419
focused,0.225,0.2606,0.6186,16.8503
focused,0.3036,0.3955,0.3231,-2.961
focused,0.3347,0.3732,0.0146,5.5322
focused,0.3579,0.4164,0.3656,5.2919
focused,0.0299,0.5405,0.1734,-6.7805
focused,0.1759,0.3393,0.1972,9.1779
focused,0.2408,0.3804,0.3144,12.5847
focused,0.2613,0.5694,0.1185,-14.1506
focused,0.2459,0.3912,0.1701,6.083
focused,0.0341,0.5009,0.0083,-2.0504
focused,0.2628,0.4894,0.0638,-2.0892
focused,0.3457,0.505,0.2144,-5.8962
focused,0.2507,0.4404,0.4426,-1.948
focused,0.2982,0.4063,0.1325,-10.3276
focused,0.3613,0.4135,0.0908,-4.7128
focused,0.1507,0.4036,0.2184,-3.0088
focused,0.2286,0.471,0.0041,-5.4267
focused,0.2182,0.4133,0.1717,-6.5452
focused,0.2449,0.4169,0.2921,-3.2273
focused,0.3078,0.4707,0.1196,-2.9758
focused,0.3585,0.4507,0.1564,-4.4161
focused,0.3586,0.4414,0.1214,6.9664
focused,0.1237,0.4541,0.1811,-6.0705
focused,0.2919,0.3499,0.2539,-3.5128
focused,0.2815,0.6085,0.0169,3.2562
focused,0.1439,0.4437,0.1708,-5.3485
focused,0.2317,0.2983,0.1886,7.355
focused,0.2927,0.4931,0.1422,34.0259
focused,0.34,0.5344,0.2721,-8.8253
focused,0.1486,0.2552,0.1454,-14.3568
focused,0.2733,0.4279,0.0404,3.5592
focused,0.2973,0.4886,0.091,13.1334
focused,0.2779,0.475,0.2005,-8.1173
focused,0.3026,0.5601,0.1346,3.6793
focused,0.4274,0.6255,0.2954,-24.2269
focused,0.248,0.3935,0.0677,0.0478
focused,0.1121,0.4177,0.3725,12.6334
focused,0.346,0.3699,0.5636,2.1944
focused,0.2668,0.4649,0.0192,3.4117
focused,0.3827,0.6704,0.0155,6.8651
focused,0.3488,0.4172,0.2216,0.4753
focused,0.3405,0.5727,0.1624,-4.6526
focused,0.2199,0.3902,0.1707,0.964
focused,0.2141,0.3774,0.1939,0.4441
focused,0.2352,0.4597,0.4363,-7.7667
focused,0.2526,0.4491,0.189,3.1449
focused,0.2009,0.4718,0.1897,-2.4186
focused,0.271,0.4549,0.0782,5.4633
focused,0.0567,0.4583,0.1598,-0.9799
focused,0.0405,0.4086,0.3161,-8.0064
focused,0.2682,0.5501,0.2876,7.107
focused,0.3373,0.4756,0.1403,15.216
focused,0.1188,0.4503,0.1785,1.6848
focused,0.3143,0.3681,0.2004,-1.1545
focused,0.3751,0.5061,0.1532,-7.5206
focused,0.3441,0.4656,0.0184,-1.5655
focused,0.2289,0.4254,0.1509,-3.8277
focused,0.2219,0.4217,0.1858,-3.6189
focused,0.2941,0.3709,0.1981,8.1809
focused,0.31,0.579,0.0089,3.4832
focused,0.2289,0.448,0.2006,-19.3035
focused,0.3319,0.4007,0.3259,-22.4557
focused,0.2955,0.4177,0.1584,-2.2902
focused,0.417,0.4613,0.2794,-0.8544
focused,0.3682,0.488,0.1296,-0.4671
focused,0.376,0.4796,0.1929,3.9135
focused,0.4372,0.4804,0.011,17.0629
neutral,0.3588,0.4287,0.0066,12.4054
neutral,0.3446,0.4618,0.0092,-12.8967
neutral,0.2837,0.3777,0.0808,7.3175
neutral,0.5643,0.3245,0.3013,10.9553
neutral,0.3654,0.532,0.0564,-11.1774
neutral,0.2317,0.5662,0.0358,-0.1253
neutral,0.3035,0.3514,0.0037,3.2892
neutral,0.366,0.45,0.0248,1.8958
neutral,0.2909,0.4134,0.0288,1.148
neutral,0.1196,0.3541,0.1301,-5.1155
neutral,0.3857,0.4671,0.0019,0.1342
neutral,0.3291,0.5166,0.0042,5.3122
neutral,0.3285,0.5629,0.2761,0.2741
neutral,0.3742,0.5646,0.01,2.828
neutral,0.3233,0.4629,0.2701,-1.7669
neutral,0.2401,0.429,0.0259,2.9124
neutral,0.438,0.5733,0.0871,10.0082
neutral,0.3376,0.4748,0.148,-0.6223
neutral,0.3013,0.4287,0.1872,5.2937
neutral,0.2953,0.4883,0.0866,-9.1696
neutral,0.2394,0.4119,0.2096,13.3667
neutral,0.3544,0.5797,0.0013,-0.3263
neutral,0.0673,0.4046,0.0263,-8.6868
neutral,0.1192,0.2633,0.0794,-28.0197
neutral,0.2062,0.3245,0.0254,-7.956
neutral,0.2965,0.447,0.2232,6.0446
neutral,0.2399,0.4669,0.2062,-2.9885
neutral,0.3167,0.5423,0.2508,1.4225
neutral,0.3567,0.3817,0.0327,-0.6389
neutral,0.2809,0.4554,0.1373,-2.9984
neutral,0.2369,0.3653,0.0516,-13.7402
neutral,0.2949,0.5117,0.0106,-10.4812
neutral,0.3482,0.4481,0.0221,-0.116
neutral,0.4167,0.4283,0.1098,10.1846
neutral,0.2788,0.4573,0.0825,-2.4437
neutral,0.3564,0.3836,0.0782,0.3806
neutral,0.2892,0.3825,0.2157,-23.5505
neutral,0.2784,0.4331,0.0235,-3.9478
neutral,0.4168,0.4811,0.2266,-0.0976
neutral,0.2096,0.4418,0.0784,22.3726
neutral,0.3711,0.5084,0.0365,-10.1321
neutral,0.3189,0.5072,0.1344,8.8751
neutral,0.2137,0.3297,0.0423,0.8004
neutral,0.294,0.3852,0.1139,6.3771
neutral,0.2625,0.4478,0.0075,-4.1031
neutral,0.3131,0.4524,0.0309,3.3689
neutral,0.4317,0.3334,0.1999,26.6671
neutral,0.3991,0.433,0.1229,-0.6023
neutral,0.2695,0.5626,0.1506,2.1704
neutral,0.25,0.4423,0.0461,-2.9948
neutral,0.3921,0.4912,0.1727,0.1389
neutral,0.3671,0.3896,0.0148,-1.604
neutral,0.3093,0.401,0.1373,-16.4042
neutral,0.252,0.4305,0.003,2.5768
neutral,0.3114,0.3371,0.1382,-7.8842
neutral,0.3222,0.4848,0.0221,-2.3021
neutral,0.3887,0.4877,0.037,-2.6603
neutral,0.4398,0.4697,0.0135,3.5586
neutral,0.403,0.5052,0.0032,1.3816
neutral,0.2937,0.4095,0.2255,0.6933
neutral,0.3365,0.445,0.0884,-4.8133
neutral,0.3709,0.4531,0.0673,8.4523
neutral,0.3753,0.4443,0.0593,8.5369
neutral,0.362,0.5469,0.0105,0.5465
neutral,0.3477,0.504,0.0073,-1.7248
neutral,0.3004,0.3713,0.009,-1.604
neutral,0.3515,0.5037,0.095,-1.3193
neutral,0.4325,0.5048,0.1455,-1.7532
neutral,0.2543,0.5501,0.0622,-14.003
neutral,0.3321,0.4464,0.1182,-0.3556
neutral,0.4108,0.4662,0.0513,-3.3382
neutral,0.3388,0.4922,0.0746,-5.5614
neutral,0.2759,0.3469,0.0121,1.2261
neutral,0.1487,0.3514,0.0468,13.5777
neutral,0.216,0.3683,0.0428,-0.9054
neutral,0.3184,0.4746,0.0258,-1.6073
neutral,0.3482,0.448,0.3044,9.0167
neutral,0.076,0.3485,0.0078,-8.1654
neutral,0.2915,0.5005,0.2211,2.2955
neutral,0.3918,0.4403,0.1635,-14.8894
neutral,0.3265,0.4366,0.0048,-2.2733
neutral,0.3331,0.4406,0.0301,-4.4463
neutral,0.3522,0.3744,0.1337,-8.1182
neutral,0.363,0.4693,0.181,-7.0002
neutral,0.2356,0.4472,0.0078,1.0088
neutral,0.3331,0.4284,0.0154,-7.7044
neutral,0.2564,0.3477,0.0284,3.8069
neutral,0.3458,0.4377,0.0352,5.5874
neutral,0.4113,0.4331,0.0322,12.5321
neutral,0.3728,0.4712,0.1589,5.9988
neutral,0.282,0.539,0.025,-4.7999
neutral,0.3925,0.4961,0.0052,0.353
neutral,0.3844,0.4951,0.0773,-1.2
neutral,0.2879,0.4086,0.0196,4.5957
neutral,0.4234,0.3817,0.0383,-5.9453
neutral,0.2297,0.3188,0.3169,-21.8168
neutral,0.1564,0.5194,0.1114,-15.0953
neutral,0.3265,0.3524,0.044,-0.0352
neutral,0.342,0.4285,0.114,4.6033
neutral,0.3775,0.5857,0.0184,7.9173
neutral,0.4046,0.4343,0.0253,25.309
neutral,0.2105,0.4102,0.0691,-1.5338
neutral,0.3765,0.4376,0.0807,0.9085
neutral,0.3156,0.4363,0.0381,-4.0493
neutral,0.1343,0.2773,0.0029,2.4901
neutral,0.6357,0.3408,0.358,46.3671
neutral,0.3145,0.4993,0.227,-1.2325
neutral,0.3656,0.5069,0.0076,2.1082
neutral,0.2964,0.3622,0.0184,-3.206
neutral,0.2555,0.3754,0.1077,-12.337
neutral,0.0935,0.4691,0.1468,1.2241
neutral,0.4221,0.4847,0.0233,-4.0468
neutral,0.2856,0.4197,0.1655,-22.5211
neutral,0.4575,0.4353,0.0955,1.6612
neutral,0.3275,0.4089,0.007,0.6905
neutral,0.143,0.4159,0.0774,-1.5538
neutral,0.2265,0.4528,0.0359,-1.8328
neutral,0.407,0.3714,0.2091,1.2161
neutral,0.1955,0.4125,0.0469,-2.1815
neutral,0.4091,0.5062,0.0646,15.3926
neutral,0.3284,0.5506,0.0564,-22.6299
neutral,0.2186,0.4705,0.0134,-7.1839
neutral,0.2279,0.4398,0.0245,-0.0823
neutral,0.3,0.5698,0.003,-1.3049
neutral,0.285,0.6101,0.2283,9.2615
neutral,0.3398,0.4141,0.1323,-0.0715
neutral,0.2904,0.566,0.0421,-2.9415
neutral,0.3958,0.5749,0.011,-0.7237
neutral,0.4207,0.5775,0.0355,9.4656
neutral,0.376,0.4436,0.0252,-11.1302
neutral,0.1166,0.1245,0.0451,44.9307
neutral,0.3555,0.4765,0.1911,6.3794
neutral,0.3317,0.4811,0.1362,16.0422
neutral,0.3101,0.4411,0.0341,-15.7793
neutral,0.31,0.4143,0.0536,7.5915
neutral,0.2965,0.4028,0.0117,-10.5553
neutral,0.3325,0.5038,0.1112,-6.0981
neutral,0.3867,0.5337,0.045,5.7693
neutral,0.3586,0.4446,0.0537,3.9392
neutral,0.3164,0.3926,0.0044,11.7723
neutral,0.2345,0.3296,0.0148,-6.1643
neutral,0.1852,0.482,0.0092,-4.172
neutral,0.4745,0.5435,0.1035,4.1286
neutral,0.3202,0.4272,0.0191,-1.7637
neutral,0.3608,0.5584,0.0162,-0.0194
neutral,0.1186,0.3144,0.0244,-41.5641
neutral,0.2925,0.3593,0.0197,19.9997
neutral,0.3542,0.3763,0.141,7.7686
neutral,0.2478,0.3911,0.0019,5.7695
neutral,0.329,0.3711,0.184,-0.3664
neutral,0.3538,0.4955,0.0568,0.0742
neutral,0.288,0.469,0.0261,0.5273
neutral,0.2869,0.4296,0.1136,-5.945
neutral,0.353,0.3871,0.1444,-1.9571
neutral,0.3683,0.5601,0.008,9.694
neutral,0.4132,0.4321,0.0577,4.3567
neutral,0.333,0.4653,0.0192,0.1392
neutral,0.4211,0.507,0.0363,-14.8815
neutral,0.4036,0.4354,0.0712,28.8695
neutral,0.438,0.3389,0.0978,-12.9124
neutral,0.0785,0.5013,0.0082,-12.6852
neutral,0.391,0.5272,0.0053,-54.437
neutral,0.244,0.3745,0.2835,15.543
neutral,0.3278,0.5375,0.0044,-1.6214
neutral,0.3351,0.3974,0.0167,0.9813
neutral,0.2968,0.5526,0.0683,-16.8458
neutral,0.1282,0.3452,0.0101,-2.9931
neutral,0.2997,0.4426,0.0122,2.807
neutral,0.2619,0.4819,0.0375,-3.5216
neutral,0.3062,0.4566,0.0538,12.2235
neutral,0.2155,0.4394,0.0295,-0.3497
neutral,0.2105,0.5131,0.0024,0.6625
neutral,0.2894,0.3979,0.0058,0.8276
neutral,0.342,0.4404,0.3012,-9.7917
neutral,0.3728,0.3877,0.154,-8.3014
neutral,0.3778,0.5146,0.1672,-14.6324
neutral,0.3278,0.4457,0.054,2.6549
neutral,0.3619,0.4751,0.0681,0.9276
neutral,0.3762,0.4775,0.1834,10.2747
neutral,0.3633,0.3919,0.05,-8.5153
neutral,0.2368,0.2476,0.0078,-4.0794
neutral,0.3342,0.5673,0.2616,-8.6723
neutral,0.3649,0.359,0.0513,-2.478
neutral,0.3906,0.438,0.0176,-15.1609
neutral,0.3812,0.4397,0.0209,8.9217
neutral,0.3792,0.2758,0.2478,-1.3218
neutral,0.3342,0.4148,0.0249,-2.1027
neutral,0.3221,0.4514,0.116,0.3037
neutral,0.2175,0.4505,0.0424,-0.1514
neutral,0.0883,0.3083,0.0252,-31.8577
neutral,0.3115,0.4489,0.0899,-6.1552
neutral,0.277,0.4657,0.0966,-2.5755
neutral,0.3475,0.352,0.0293,8.5802
neutral,0.3606,0.4432,0.0987,-1.2764
neutral,0.1775,0.3896,0.1892,-7.8381
neutral,0.2856,0.4091,0.0655,0.0573
neutral,0.3527,0.4565,0.0102,1.1603
neutral,0.1486,0.4788,0.0215,-8.0362
neutral,0.3125,0.4372,0.0968,-2.2611
neutral,0.3824,0.5565,0.1269,-17.5743
neutral,0.3483,0.4911,0.1288,-16.4417
neutral,0.3827,0.457,0.0036,2.0389
neutral,0.3851,0.6094,0.0363,-6.6495
neutral,0.2874,0.4802,0.0108,-2.1873
neutral,0.3225,0.496,0.0889,-0.3771
neutral,0.3915,0.4314,0.229,0.4786
neutral,0.4479,0.6279,0.0255,11.0989
neutral,0.2133,0.4319,0.0065,-12.7117
neutral,0.3242,0.3832,0.0105,2.5227
neutral,0.3699,0.458,0.1188,-0.9811
neutral,0.1671,0.3232,0.0488,-1.0981
neutral,0.1966,0.4802,0.019,7.2935
neutral,0.2374,0.5167,0.1198,-0.4633
neutral,0.3544,0.4752,0.0564,-0.8638
neutral,0.2601,0.368,0.1434,3.0837
neutral,0.3824,0.476,0.1619,-2.4923
neutral,0.0243,0.6028,0.0128,-1.128
neutral,0.4446,0.4162,0.1144,4.8105
neutral,0.4709,0.5409,0.0734,4.3611
neutral,0.3624,0.524,0.0885,0.5016
neutral,0.3361,0.3918,0.0126,22.828
neutral,0.2799,0.4748,0.0557,-0.4292
neutral,0.3229,0.406,0.0705,-10.5222
neutral,0.2707,0.4713,0.02,-8.6794
neutral,0.2927,0.3602,0.1025,-18.7802
neutral,0.3607,0.4713,0.0138,-0.0043
neutral,0.3149,0.5173,0.0608,-5.371
neutral,0.2279,0.4988,0.0619,11.3472
neutral,0.3187,0.4209,0.1185,2.0117
neutral,0.0843,0.447,0.0356,-0.5842
neutral,0.4999,0.5114,0.3035,-17.7445
neutral,0.2655,0.4721,0.0321,6.9194
neutral,0.3642,0.4306,0.0552,-2.4851
neutral,0.373,0.398,0.0206,-3.3735
neutral,0.3384,0.4771,0.0626,-0.4854
neutral,0.0561,0.5032,0.0324,-18.4593
neutral,0.2191,0.4288,0.0356,21.1997
neutral,0.3018,0.3312,0.0209,5.8206
neutral,0.2635,0.4642,0.024,1.4398
neutral,0.3118,0.4692,0.0155,-19.1107
neutral,0.3742,0.3304,0.0638,-7.0492
neutral,0.3242,0.522,0.0135,-1.3728
neutral,0.3683,0.3342,0.0119,-4.5855
neutral,0.3813,0.4546,0.2238,-2.4346
neutral,0.3705,0.4757,0.2093,0.2313
neutral,0.3074,0.3118,0.0463,-0.7451
neutral,0.3328,0.4325,0.0566,0.705
neutral,0.311,0.4491,0.0196,1.0236
neutral,0.1735,0.4418,0.0799,-4.8868
neutral,0.2442,0.5222,0.0427,7.0778
neutral,0.26,0.3854,0.0593,-5.5112
neutral,0.0215,0.4097,0.0879,-4.3664
neutral,0.396,0.5114,0.3387,-2.0601
neutral,0.3921,0.4847,0.0178,0.1928
neutral,0.2821,0.4257,0.2085,3.472
neutral,0.3153,0.3802,0.0305,-0.5751
neutral,0.2034,0.3916,0.0099,-6.2201
neutral,0.3734,0.3621,0.0544,2.3384
neutral,0.3079,0.4269,0.0511,0.876
neutral,0.2514,0.4122,0.0532,-1.1474
neutral,0.3814,0.5937,0.012,0.0057
neutral,0.2876,0.4099,0.123,-11.8002
neutral,0.2358,0.4281,0.1522,5.2428
neutral,0.3324,0.3808,0.0404,-0.2207
neutral,0.2749,0.2786,0.0202,0.0324
neutral,0.2791,0.3483,0.0163,3.2122
neutral,0.3942,0.4281,0.3507,-0.2144
neutral,0.453,0.4713,0.1226,-7.8161
neutral,0.3133,0.4062,0.0751,0.0224
neutral,0.4472,0.5598,0.082,2.2506
neutral,0.244,0.5079,0.0161,1.4213
neutral,0.3893,0.5058,0.0448,1.4833
neutral,0.3291,0.4196,0.0539,-3.1136
neutral,0.1077,0.5833,0.0199,-8.1527
