emotion,eye_openness,eyebrow_distance,mouth_opening,head_tilt,mouth_width,mouth_height,eyebrow_asymmetry
focused,0.2913,0.3605,0.0487,-5.3497,0.2257,0.011,0.0468
focused,0.124,0.3063,0.0289,-8.8678,0.2366,0.0068,0.0603
focused,0.1994,0.343,0.3079,-10.6909,0.2859,0.088,0.0809
focused,0.4055,0.4692,0.0063,-6.6945,0.3507,0.0022,0.0906
focused,0.3683,0.6102,0.014,18.7237,0.3337,0.0047,0.202
focused,0.2673,0.4146,0.1889,2.2393,0.2876,0.0543,0.0278
focused,0.4029,0.5389,0.155,3.1525,0.3315,0.0514,0.0373
focused,0.3193,0.3671,0.4597,0.9885,0.2239,0.1029,0.0073
focused,0.2536,0.3341,0.3661,23.7264,0.2443,0.0894,0.1404
focused,0.292,0.4741,0.0045,3.8926,0.3372,0.0015,0.0313
focused,0.0655,0.4576,0.112,-10.4082,0.4519,0.0506,0.09
focused,0.2915,0.4198,0.003,-22.7921,0.2824,0.0008,0.1697
focused,0.2982,0.4734,0.1967,4.3656,0.3069,0.0604,0.0376
focused,0.1646,0.31,0.2927,-11.6796,0.2256,0.066,0.0718
focused,0.235,0.4674,0.1409,3.7077,0.3813,0.0537,0.04
focused,0.2148,0.5452,0.2176,-9.7631,0.3565,0.0776,0.1141
focused,0.2279,0.4786,0.2539,1.6341,0.3526,0.0895,0.0215
focused,0.5223,0.4029,0.4613,12.2646,0.2046,0.0944,0.0504
focused,0.3933,0.6154,0.1514,-19.5745,0.4285,0.0649,0.1973
focused,0.3208,0.5305,0.2121,-41.9925,0.3952,0.0838,0.4104
focused,0.343,0.5896,0.1253,31.8663,0.4419,0.0554,0.3365
focused,0.3511,0.4278,0.1205,-4.0114,0.3342,0.0403,0.0247
focused,0.0257,0.4034,0.0609,-52.045,0.2031,0.0124,0.3073
focused,0.4352,0.5239,0.0369,-11.7462,0.2863,0.0106,0.1123
focused,0.0911,0.581,0.0196,18.1157,0.4306,0.0084,0.24
focused,0.2547,0.444,0.3881,2.9702,0.3578,0.1389,0.0247
focused,0.12,0.3483,0.4561,-20.9063,0.3298,0.1504,0.1696
focused,0.0981,0.3405,0.1999,1.7768,0.274,0.0548,0.0105
focused,0.3497,0.4181,0.45,3.3751,0.2558,0.1151,0.0231
focused,0.291,0.4186,0.3207,-0.6816,0.369,0.1183,0.0123
focused,0.3017,0.3771,0.2035,8.7572,0.2769,0.0563,0.0682
focused,0.1086,0.4167,0.234,8.0163,0.324,0.0758,0.0631
focused,0.3779,0.3434,0.1338,0.9749,0.2708,0.0362,0.0024
focused,0.2245,0.3638,0.6538,-2.5692,0.2857,0.1868,0.0041
focused,0.38,0.4865,0.0448,7.7122,0.3221,0.0144,0.0592
focused,0.1904,0.4604,0.1621,-7.2138,0.3355,0.0544,0.055
focused,0.0279,0.3617,0.2626,-16.4982,0.3745,0.0983,0.1375
focused,0.1419,0.3665,0.1514,-10.5618,0.3485,0.0528,0.0878
focused,0.2242,0.4085,0.2675,-1.1784,0.3524,0.0942,0.0037
focused,0.3226,0.4636,0.2907,5.7537,0.312,0.0907,0.0409
focused,0.2229,0.5841,0.0873,21.8744,0.4128,0.036,0.2474
focused,0.0695,0.5245,0.1719,3.0116,0.3879,0.0667,0.0217
focused,0.3459,0.3098,0.2167,-0.6783,0.22,0.0477,0.0039
focused,0.2798,0.4615,0.2486,-14.8793,0.3365,0.0836,0.1215
focused,0.1873,0.4028,0.2873,14.4021,0.3816,0.1096,0.1157
focused,0.2602,0.308,0.2224,-22.8505,0.2372,0.0528,0.1246
focused,0.1165,0.3898,0.2273,-5.7195,0.335,0.0761,0.049
focused,0.4104,0.3354,0.3015,16.3886,0.2298,0.0693,0.0939
focused,0.2255,0.4477,0.2474,-2.2225,0.389,0.0962,0.0233
focused,0.2842,0.4392,0.1647,-40.0581,0.3972,0.0654,0.3118
focused,0.3527,0.5465,0.2186,1.0892,0.3318,0.0725,0.0066
focused,0.1806,0.518,0.2127,-11.9455,0.4577,0.0973,0.1063
focused,0.3819,0.4821,0.2288,13.8829,0.3421,0.0783,0.113
focused,0.4254,0.5748,0.3517,2.4879,0.3213,0.113,0.0515
focused,0.3286,0.528,0.1976,-8.3837,0.3105,0.0614,0.088
focused,0.3502,0.4531,0.1381,-8.3188,0.2987,0.0413,0.0712
focused,0.4192,0.497,0.1879,4.9371,0.2635,0.0495,0.0585
focused,0.2308,0.4053,0.0287,-11.9923,0.2516,0.0072,0.1199
focused,0.2474,0.525,0.1517,1.1416,0.3811,0.0578,0.0177
focused,0.2915,0.3843,0.0956,0.8571,0.3062,0.0293,0.0029
focused,0.1595,0.4024,0.5551,-15.821,0.3116,0.173,0.136
focused,0.2934,0.5312,0.1869,19.4297,0.4529,0.0846,0.1789
focused,0.1464,0.3373,0.133,-0.074,0.2981,0.0397,0.0062
focused,0.2826,0.2798,0.115,-19.3334,0.1916,0.022,0.098
focused,0.2704,0.4757,0.2137,4.0033,0.4328,0.0925,0.0464
focused,0.3722,0.57,0.117,3.8966,0.3707,0.0434,0.0481
focused,0.3403,0.4471,0.3082,1.4886,0.3145,0.0969,0.0031
focused,0.3084,0.4545,0.1152,4.231,0.3389,0.039,0.0307
focused,0.3339,0.5582,0.009,-3.9008,0.3104,0.0028,0.0139
focused,0.2415,0.4355,0.2231,-19.6035,0.3535,0.0789,0.1768
focused,0.3642,0.6687,0.1258,-8.7487,0.464,0.0584,0.0675
focused,0.2638,0.4413,0.2526,-11.439,0.3527,0.0891,0.1117
focused,0.3529,0.5738,0.1503,-7.366,0.248,0.0373,0.0527
focused,0.2923,0.4676,0.1613,-0.3208,0.3556,0.0573,0.0067
focused,0.0679,0.3218,0.5193,-30.4671,0.2391,0.1242,0.1872
focused,0.1281,0.4338,0.1285,7.3303,0.4107,0.0528,0.0662
focused,0.3095,0.4471,0.1542,1.7858,0.2977,0.0459,0.007
focused,0.2811,0.5547,0.2556,1.8959,0.4349,0.1112,0.0256
focused,0.059,0.3745,0.4903,-4.2332,0.3187,0.1563,0.0404
focused,0.3051,0.4327,0.179,0.106,0.3252,0.0582,0.0014
focused,0.0514,0.5546,0.0377,9.4534,0.2725,0.0103,0.1193
focused,0.2096,0.3619,0.1459,19.2916,0.239,0.0349,0.1204
focused,0.3393,0.4055,0.2049,-6.9808,0.3037,0.0623,0.0479
focused,0.3779,0.4334,0.2766,0.7829,0.3148,0.0871,0.001
focused,0.2612,0.4349,0.2184,2.1026,0.309,0.0675,0.03
focused,0.3304,0.3838,0.261,7.0784,0.2778,0.0725,0.0479
focused,0.3396,0.5329,0.145,3.1221,0.3756,0.0545,0.0199
focused,0.2872,0.3204,0.2869,10.7869,0.2121,0.0608,0.0583
focused,0.2407,0.4628,0.1785,5.9669,0.3933,0.0702,0.0444
focused,0.3661,0.4414,0.1409,6.2509,0.3229,0.0455,0.0562
focused,0.187,0.3846,0.884,-2.1997,0.21,0.1856,0.0236
focused,0.4171,0.6142,0.2432,-5.9305,0.3854,0.0937,0.0577
focused,0.3621,0.3756,0.2151,-4.2212,0.2087,0.0449,0.0295
focused,0.3412,0.5092,0.133,-4.3576,0.3529,0.0469,0.0333
focused,0.2885,0.3585,0.3093,-1.9343,0.3274,0.1013,0.0226
focused,0.3595,0.3542,0.2622,45.6784,0.2254,0.0591,0.2662
focused,0.225,0.347,0.1624,62.0958,0.2237,0.0363,0.386
focused,0.4012,0.4049,0.0138,-0.8114,0.196,0.0027,0.0079
focused,0.2777,0.4746,0.018,3.1268,0.3743,0.0067,0.0344
focused,0.2239,0.2763,0.2942,14.3278,0.2226,0.0655,0.0894
focused,0.2536,0.5148,0.196,4.961,0.4133,0.081,0.0423
focused,0.2348,0.3845,0.2448,8.4263,0.3269,0.08,0.0572
focused,0.3772,0.4821,0.0479,0.7552,0.2967,0.0142,0.028
focused,0.3161,0.4593,0.5492,16.7615,0.349,0.1916,0.1517
focused,0.2633,0.4023,0.1736,0.8029,0.3391,0.0589,0.0025
focused,0.3513,0.537,0.3334,-3.1254,0.3631,0.1211,0.0192
focused,0.2374,0.4568,0.1928,-0.4105,0.3554,0.0685,0.0015
focused,0.2209,0.3621,0.3934,3.1783,0.3101,0.122,0.0206
focused,0.138,0.2539,0.0398,13.5328,0.1111,0.0044,0.0475
focused,0.2949,0.4577,0.1865,12.8133,0.3631,0.0677,0.1272
focused,0.3972,0.6794,0.009,-4.3095,0.343,0.0031,0.0933
focused,0.1478,0.6736,0.0069,11.0994,0.3661,0.0025,0.1437
focused,0.3106,0.443,0.1701,6.3605,0.3512,0.0597,0.0648
focused,0.1305,0.4154,0.2686,4.3276,0.3663,0.0984,0.0395
focused,0.3318,0.3655,0.38,-4.3794,0.2846,0.1082,0.034
focused,0.0577,0.4438,0.2011,0.5253,0.3401,0.0684,0.0014
focused,0.3291,0.4743,0.1628,-2.3395,0.3482,0.0567,0.007
focused,0.4535,0.549,0.0157,3.8182,0.2699,0.0042,0.0274
focused,0.162,0.4239,0.0335,-4.0965,0.3308,0.0111,0.0426
focused,0.194,0.3762,0.1466,-5.5329,0.3369,0.0494,0.0497
focused,0.1448,0.4246,0.1737,10.0009,0.3604,0.0626,0.0632
focused,0.1012,0.3416,0.4355,-11.2801,0.3288,0.1432,0.1031
focused,0.3171,0.3362,0.1459,-0.6226,0.1982,0.0289,0.0027
focused,0.2698,0.3526,0.3574,-21.1748,0.2748,0.0982,0.164
focused,0.308,0.4446,0.1239,-5.9426,0.3354,0.0415,0.0688
focused,0.1209,0.371,0.1482,-4.5859,0.3763,0.0558,0.0326
focused,0.2819,0.5426,0.1035,-7.5166,0.2995,0.031,0.0855
focused,0.1961,0.4522,0.213,-4.4072,0.287,0.0611,0.0285
focused,0.2815,0.4679,0.1681,-4.0938,0.352,0.0592,0.0414
focused,0.3695,0.4598,0.296,3.6717,0.3391,0.1004,0.0348
focused,0.2686,0.3967,0.0417,-0.0245,0.3036,0.0127,0.0001
focused,0.3117,0.4509,0.3173,-8.7802,0.229,0.0727,0.0675
focused,0.3571,0.5443,0.2145,49.4182,0.3498,0.075,0.4526
focused,0.2921,0.4376,0.1267,-9.063,0.3369,0.0427,0.0799
focused,0.1807,0.3318,0.0694,1.8008,0.2597,0.018,0.0015
focused,0.2251,0.4583,0.0192,-5.504,0.2415,0.0046,0.0451
focused,0.3891,0.4395,0.2062,10.8729,0.3474,0.0716,0.1008
focused,0.2418,0.4125,0.0244,-5.7063,0.3585,0.0088,0.0499
focused,0.2309,0.4797,0.1325,3.3733,0.3698,0.049,0.0273
focused,0.1083,0.3697,0.1437,-2.2972,0.2576,0.037,0.0106
focused,0.2801,0.4388,0.0289,-10.287,0.2861,0.0083,0.0828
focused,0.2406,0.3565,0.5724,-3.4054,0.2423,0.1387,0.0242
focused,0.4202,0.5243,0.0869,13.0285,0.3058,0.0266,0.1418
focused,0.1829,0.2867,0.033,-23.6006,0.2304,0.0076,0.1444
focused,0.2791,0.4353,0.1479,-4.6569,0.3032,0.0448,0.0257
focused,0.3728,0.3471,0.621,-1.3964,0.2356,0.1463,0.0187
focused,0.4139,0.4517,0.1448,16.054,0.3017,0.0437,0.1233
focused,0.1809,0.537,0.0954,21.7545,0.4226,0.0403,0.2226
focused,0.2552,0.38,0.0178,-5.9901,0.3118,0.0056,0.0453
focused,0.3858,0.4292,0.2605,-2.9098,0.2939,0.0766,0.0495
focused,0.2761,0.4276,0.3901,6.9352,0.3729,0.1455,0.0608
focused,0.1518,0.5607,0.2943,-11.6079,0.4208,0.1238,0.112
focused,0.2362,0.4766,0.3659,8.3775,0.4095,0.1499,0.0887
focused,0.1672,0.4623,0.1106,-5.6436,0.3305,0.0366,0.0555
focused,0.3639,0.3665,0.234,-24.4213,0.1986,0.0465,0.1626
focused,0.2974,0.3212,0.3819,15.0926,0.2399,0.0916,0.1191
focused,0.217,0.4326,0.0158,11.9961,0.324,0.0051,0.1029
focused,0.2765,0.4018,0.1719,-4.7717,0.3322,0.0571,0.0357
focused,0.1064,0.4503,0.1939,2.5836,0.2631,0.051,0.0069
focused,0.1115,0.3531,0.4692,30.0881,0.3559,0.167,0.2423
focused,0.2461,0.3953,0.1172,8.4521,0.2771,0.0325,0.0819
focused,0.2126,0.4743,0.2127,9.0378,0.3859,0.0821,0.0764
focused,0.29,0.4192,0.0761,-5.5578,0.3294,0.0251,0.0449
focused,0.3855,0.5302,0.0837,5.3895,0.3476,0.0291,0.0386
focused,0.2475,0.4622,0.0172,-3.9067,0.3386,0.0058,0.0355
focused,0.297,0.4237,0.0979,-4.8905,0.221,0.0216,0.0453
focused,0.2592,0.412,0.0294,3.5715,0.2986,0.0088,0.03
focused,0.2164,0.4201,0.2699,0.0906,0.3511,0.0948,0.0068
focused,0.2082,0.3221,0.6184,1.8083,0.23,0.1423,0.0032
focused,0.2354,0.31,0.3333,-0.5694,0.2712,0.0904,0.0019
focused,0.279,0.4791,0.1902,6.9399,0.38,0.0723,0.0826
focused,0.2903,0.4907,0.0629,-8.7031,0.3315,0.0208,0.0762
focused,0.3156,0.4482,0.2761,-1.972,0.3494,0.0964,0.0058
focused,0.3845,0.5654,0.3397,-4.0847,0.3184,0.1082,0.0425
focused,0.2606,0.4374,0.0204,-10.3901,0.3194,0.0065,0.0742
focused,0.3029,0.3271,0.2467,2.6789,0.2537,0.0626,0.0165
focused,0.2103,0.313,0.0109,-25.637,0.3345,0.0036,0.2046
focused,0.2129,0.2442,0.7741,-1.0533,0.2362,0.1828,0.0163
focused,0.2454,0.4012,0.174,4.7611,0.3044,0.053,0.032
focused,0.2551,0.534,0.1309,10.0445,0.4052,0.053,0.1242
focused,0.309,0.2461,0.0099,13.229,0.121,0.0012,0.0575
focused,0.3218,0.3939,0.3943,8.6845,0.2594,0.1023,0.0769
focused,0.4438,0.4752,0.022,14.7908,0.2214,0.0049,0.136
focused,0.3099,0.5315,0.2602,16.5988,0.4478,0.1165,0.1478
focused,0.3318,0.4547,0.4245,-1.405,0.3337,0.1417,0.0098
focused,0.1699,0.5413,0.2571,-6.8566,0.4293,0.1104,0.0768
focused,0.333,0.2945,0.3175,1.9829,0.2235,0.071,0.0224
focused,0.3561,0.3909,0.2186,2.9146,0.28,0.0612,0.026
focused,0.2988,0.4677,0.1472,-1.674,0.3445,0.0507,0.0137
focused,0.2869,0.3566,0.4421,-3.5468,0.2752,0.1217,0.0237
focused,0.4247,0.462,0.3434,2.2066,0.2682,0.0921,0.0164
focused,0.4402,0.439,0.0704,7.7377,0.2393,0.0168,0.0564
focused,0.3684,0.3997,0.251,17.2247,0.4025,0.101,0.1413
focused,0.3196,0.4201,0.0336,-0.2909,0.3567,0.012,0.0034
focused,0.1761,0.5279,0.0096,-29.1333,0.3186,0.0031,0.2735
focused,0.3234,0.5475,0.1257,17.4334,0.4655,0.0585,0.1967
focused,0.1505,0.3634,0.0955,45.6258,0.2625,0.0251,0.3328
focused,0.1597,0.2865,0.3361,-47.3548,0.1946,0.0654,0.2351
focused,0.314,0.3929,0.1434,0.7304,0.2492,0.0357,0.0054
focused,0.2935,0.4171,0.3466,5.566,0.3145,0.109,0.048
focused,0.2533,0.4546,0.2185,-1.8562,0.3628,0.0793,0.0285
focused,0.2025,0.6117,0.0379,7.6085,0.3437,0.013,0.0872
focused,0.1201,0.4207,0.2417,-0.2221,0.3443,0.0832,0.001
focused,0.3031,0.3892,0.1496,-1.4158,0.2681,0.0401,0.001
focused,0.2088,0.3582,0.3268,6.5428,0.3405,0.1113,0.0384
focused,0.1034,0.3454,0.275,-3.8881,0.2459,0.0676,0.0178
focused,0.1914,0.4583,0.0692,-2.5801,0.3945,0.0273,0.028
focused,0.1651,0.4307,0.1233,5.0186,0.3257,0.0401,0.0349
focused,0.2926,0.4587,0.3062,-1.8703,0.3166,0.0969,0.0232
focused,0.3211,0.4893,0.2434,-1.1091,0.3666,0.0892,0.0076
focused,0.3362,0.491,0.1584,-1.9256,0.3364,0.0533,0.0153
focused,0.1914,0.4247,0.138,-0.1909,0.349,0.0481,0.0041
focused,0.3366,0.5137,0.0481,-3.9678,0.2948,0.0142,0.0124
focused,0.4221,0.4799,0.0828,3.7896,0.2626,0.0218,0.048
focused,0.3394,0.4644,0.021,4.2376,0.2843,0.006,0.0526
focused,0.1127,0.398,0.2024,-4.2093,0.3626,0.0734,0.0283
focused,0.1981,0.3882,0.4139,12.9852,0.4546,0.1882,0.1161
focused,0.2338,0.3736,0.3537,-7.6583,0.2976,0.1053,0.0506
focused,0.0397,0.3628,0.4105,3.2757,0.3331,0.1367,0.0154
focused,0.3122,0.4378,0.394,-2.3297,0.4042,0.1593,0.0196
focused,0.2753,0.3903,0.1086,-8.8162,0.3505,0.0381,0.0586
focused,0.3275,0.6166,0.0185,3.3541,0.3469,0.0064,0.0592
focused,0.4042,0.4201,0.3936,16.6504,0.2707,0.1065,0.1413
focused,0.2758,0.4045,0.2763,-2.2315,0.2678,0.074,0.0168
focused,0.3425,0.3717,0.2134,8.148,0.328,0.07,0.0482
focused,0.143,0.5973,0.192,-32.6361,0.4528,0.0869,0.3422
focused,0.3425,0.4986,0.0993,0.5169,0.367,0.0364,0.0115
focused,0.3243,0.3816,0.1772,1.7706,0.2651,0.047,0.0173
focused,0.2607,0.4446,0.2093,0.298,0.3634,0.0761,0.0055
focused,0.2524,0.2684,0.6892,-7.0473,0.1878,0.1294,0.0432
focused,0.2482,0.396,0.251,-2.6576,0.3155,0.0792,0.0385
focused,0.3386,0.4471,0.1742,11.0262,0.328,0.0571,0.0967
focused,0.3413,0.4795,0.334,-7.3033,0.2683,0.0896,0.075
focused,0.3332,0.4287,0.2276,-6.092,0.3856,0.0878,0.0462
focused,0.2725,0.4333,0.3413,-8.762,0.4001,0.1365,0.0658
focused,0.2493,0.412,0.0104,1.6804,0.3625,0.0038,0.0185
focused,0.3079,0.4303,0.3139,-2.173,0.2864,0.0899,0.0265
focused,0.2872,0.4203,0.1816,-2.2151,0.3125,0.0568,0.002
focused,0.4051,0.4081,0.1263,4.7306,0.2244,0.0284,0.0397
focused,0.3842,0.3456,0.0374,-1.5339,0.1563,0.0058,0.0104
focused,0.1695,0.411,0.1092,3.8208,0.314,0.0343,0.026
focused,0.3119,0.3698,0.4497,-0.5222,0.2456,0.1105,0.0063
focused,0.2115,0.4258,0.1563,2.7834,0.3642,0.0569,0.015
focused,0.2249,0.3707,0.0763,7.1375,0.2105,0.0161,0.0659
focused,0.3057,0.4354,0.0651,-3.4775,0.2543,0.0165,0.03
focused,0.1775,0.4438,0.1374,-1.2374,0.3022,0.0415,0.0124
focused,0.2343,0.4222,0.1892,-1.6834,0.2632,0.0498,0.0008
focused,0.2585,0.4319,0.1712,-7.3727,0.3872,0.0663,0.0524
focused,0.3735,0.4366,0.3397,2.1468,0.3323,0.1129,0.0291
focused,0.2667,0.5007,0.2136,4.6241,0.3731,0.0797,0.0613
focused,0.2925,0.3525,0.3061,-17.7522,0.2561,0.0784,0.1318
focused,0.3274,0.4894,0.2051,-3.6083,0.3591,0.0736,0.0301
focused,0.3574,0.5665,0.0095,-3.6429,0.2547,0.0024,0.0459
focused,0.217,0.4363,0.1762,0.9995,0.3314,0.0584,0.0229
focused,0.4304,0.5652,0.3488,10.607,0.3554,0.124,0.1158
focused,0.2619,0.2636,0.0047,7.9172,0.1898,0.0009,0.0281
focused,0.3841,0.5097,0.0283,2.8977,0.3142,0.0089,0.0166
focused,0.2919,0.4227,0.2203,0.5862,0.3152,0.0694,0.0032
focused,0.3461,0.3916,0.389,24.1943,0.282,0.1097,0.218
focused,0.3127,0.339,0.2065,3.8019,0.2657,0.0549,0.0283
focused,0.1625,0.3801,0.2604,-4.3389,0.34,0.0885,0.0356
focused,0.3455,0.4327,0.1417,-0.5746,0.3436,0.0487,0.0045
focused,0.1453,0.424,0.2133,16.5855,0.2826,0.0603,0.1444
focused,0.3349,0.4653,0.2165,-1.6462,0.3177,0.0688,0.0236
focused,0.1813,0.3704,0.0998,2.9596,0.3214,0.0321,0.0235
focused,0.3035,0.3719,0.3138,18.7477,0.2846,0.0893,0.153
focused,0.3194,0.5337,0.2741,-2.1623,0.3578,0.0981,0.0308
focused,0.3005,0.5763,0.2893,-40.8667,0.3582,0.1036,0.4443
focused,0.3274,0.4894,0.2051,-3.6083,0.3591,0.0736,0.0301
focused,0.2605,0.4163,0.153,0.6511,0.314,0.048,0.0074
focused,0.376,0.4696,0.0817,-3.7515,0.3234,0.0264,0.0382
focused,0.3338,0.4872,0.1822,-16.9304,0.3587,0.0654,0.1474
focused,0.2592,0.4497,0.1497,-21.0567,0.3592,0.0538,0.181
focused,0.3305,0.5326,0.0574,-5.9717,0.3476,0.02,0.0658
focused,0.2826,0.4896,0.0636,8.3669,0.3326,0.0212,0.0703
focused,0.1935,0.4509,0.268,8.226,0.3575,0.0958,0.0815
focused,0.1996,0.3426,0.2326,17.9403,0.2924,0.068,0.1198
focused,0.329,0.4986,0.0293,17.3081,0.3072,0.009,0.1325
focused,0.3826,0.3748,0.0102,-10.5167,0.2274,0.0023,0.0614
focused,0.2319,0.3784,0.5062,-4.6655,0.3866,0.1957,0.0485
focused,0.1833,0.2611,0.4587,-7.6236,0.2184,0.1002,0.033
focused,0.322,0.3679,0.1872,-10.5948,0.2828,0.0529,0.0832
focused,0.3582,0.4185,0.1687,3.034,0.2417,0.0408,0.0458
focused,0.12,0.29,0.3243,-16.4326,0.3226,0.1046,0.1195
focused,0.3477,0.3429,0.6249,1.9694,0.2271,0.1419,0.022
focused,0.3361,0.4563,0.0812,-15.7714,0.3599,0.0292,0.1323
focused,0.4189,0.4095,0.203,27.9311,0.238,0.0483,0.1728
focused,0.2292,0.3742,0.2198,-7.1864,0.3156,0.0694,0.0481
focused,0.3207,0.5329,0.0462,-33.5831,0.3421,0.0158,0.3219
focused,0.2353,0.6836,0.2052,0.243,0.5427,0.1114,0.0067
focused,0.3284,0.4528,0.212,-6.056,0.3095,0.0656,0.0489
focused,0.2715,0.4075,0.427,-8.0507,0.3407,0.1455,0.0519
focused,0.3061,0.4988,0.171,7.1258,0.419,0.0716,0.0688
focused,0.2288,0.3527,0.177,6.3177,0.2981,0.0528,0.042
focused,0.221,0.4313,0.1058,-1.1114,0.2869,0.0304,0.0046
focused,0.2684,0.4436,0.2027,6.3287,0.3529,0.0715,0.0508
focused,0.1984,0.4293,0.2426,4.3637,0.372,0.0902,0.028
focused,0.2543,0.5876,0.0804,14.6587,0.4565,0.0367,0.1481
focused,0.3337,0.4835,0.1146,10.5298,0.312,0.0358,0.1062
focused,0.3622,0.4796,0.0312,-1.6604,0.3071,0.0096,0.0289
focused,0.3137,0.407,0.0509,-8.2894,0.2625,0.0134,0.0547
focused,0.5248,0.3578,0.4393,-3.8541,0.1685,0.074,0.0394
focused,0.288,0.3113,0.3781,12.6719,0.2636,0.0997,0.107
focused,0.3331,0.4514,0.1973,1.2961,0.305,0.0602,0.0107
focused,0.2539,0.3758,0.1137,-8.2569,0.3296,0.0375,0.0776
focused,0.2584,0.5531,0.2479,-18.8128,0.4562,0.1131,0.1841
focused,0.3322,0.3697,0.0025,-50.508,0.1905,0.0005,0.2689
focused,0.2968,0.3958,0.5633,34.6896,0.2625,0.1478,0.2406
focused,0.3245,0.4256,0.1986,0.6729,0.2992,0.0594,0.002
focused,0.2166,0.452,0.1797,0.4734,0.358,0.0643,0.0057
focused,0.1393,0.4088,0.2854,21.9789,0.3081,0.088,0.1469
focused,0.3303,0.4899,0.1307,15.2423,0.429,0.0561,0.1359
focused,0.3057,0.4073,0.0195,-11.3063,0.2858,0.0056,0.0975
focused,0.354,0.4786,0.396,-17.2017,0.3597,0.1424,0.1394
focused,0.2975,0.422,0.0143,2.3702,0.2972,0.0042,0.0087
focused,0.3185,0.4361,0.0984,-7.3284,0.3489,0.0343,0.0561
focused,0.2237,0.3393,0.2048,3.9446,0.3158,0.0647,0.0304
focused,0.2252,0.3384,0.0056,-2.5036,0.2163,0.0012,0.019
focused,0.2802,0.4445,0.2489,-16.8771,0.4018,0.1,0.1467
focused,0.3589,0.3617,0.3766,-10.6877,0.227,0.0855,0.0753
focused,0.2777,0.3366,0.0127,-17.6772,0.2595,0.0033,0.1238
focused,0.1909,0.2219,0.7376,-7.0419,0.2031,0.1498,0.0272
focused,0.2862,0.3263,0.5043,7.3129,0.2529,0.1276,0.0591
focused,0.3041,0.3558,0.2438,-13.8109,0.2198,0.0536,0.0964
focused,0.2271,0.5182,0.353,-26.9577,0.3383,0.1194,0.2551
focused,0.3313,0.4329,0.1632,14.5092,0.3518,0.0574,0.1316
focused,0.3193,0.4461,0.1766,8.9716,0.3223,0.0569,0.0915
focused,0.3084,0.5131,0.3209,-14.2314,0.4108,0.1318,0.1301
focused,0.3106,0.5177,0.1894,-2.7306,0.3972,0.0752,0.0276
focused,0.1788,0.4019,0.0088,14.8026,0.3093,0.0027,0.1135
focused,0.2967,0.3757,0.0461,3.5344,0.2552,0.0118,0.0108
focused,0.4042,0.461,0.2915,-4.4388,0.2316,0.0675,0.0315
focused,0.2171,0.4005,0.1792,12.1855,0.3756,0.0673,0.0968
focused,0.1499,0.3098,0.5549,-12.0289,0.21,0.1165,0.0897
focused,0.2152,0.361,0.5994,2.0036,0.2266,0.1358,0.0102
focused,0.1458,0.4108,0.1513,-0.5347,0.3042,0.046,0.0059
focused,0.2525,0.4137,0.0856,4.3118,0.2933,0.0251,0.0408
focused,0.3581,0.5104,0.1229,18.4593,0.3751,0.0461,0.1761
focused,0.155,0.2929,0.2979,0.7553,0.238,0.0709,0.0164
focused,0.2528,0.4016,0.1078,-4.7681,0.3029,0.0326,0.04
focused,0.3031,0.469,0.2253,-5.6909,0.2964,0.0668,0.0633
focused,0.3054,0.355,0.1627,-11.3713,0.2121,0.0345,0.0777
focused,0.2398,0.4964,0.2703,3.8229,0.3891,0.1052,0.0505
focused,0.2382,0.4071,0.176,1.5347,0.3348,0.0589,0.0189
focused,0.1704,0.3745,0.1829,-3.897,0.3601,0.0659,0.0434
focused,0.1156,0.4268,0.1322,-9.7888,0.2371,0.0313,0.0386
focused,0.2531,0.4556,0.0265,-7.0854,0.3096,0.0082,0.0675
focused,0.3682,0.4981,0.0684,-4.764,0.2737,0.0187,0.0495
focused,0.3051,0.4655,0.1157,-8.267,0.2854,0.033,0.0791
focused,0.2761,0.4699,0.3221,10.2969,0.3634,0.117,0.0912
focused,0.3833,0.4908,0.1668,4.2355,0.2972,0.0496,0.037
focused,0.1377,0.4152,0.2129,-3.6739,0.3809,0.0811,0.0233
focused,0.4021,0.3597,0.4189,-0.2154,0.2562,0.1073,0.004
focused,0.3037,0.4375,0.3583,-4.9449,0.3265,0.117,0.0469
focused,0.3103,0.4017,0.1579,-8.0697,0.3071,0.0485,0.0688
focused,0.2618,0.3317,0.1553,9.3368,0.3573,0.0555,0.0699
focused,0.322,0.3679,0.1872,-10.5948,0.2828,0.0529,0.0832
focused,0.0422,0.282,0.3354,-21.7684,0.2932,0.0983,0.131
focused,0.277,0.3512,0.7171,4.5769,0.2324,0.1667,0.0176
focused,0.3704,0.5357,0.0051,-1.1507,0.3454,0.0018,0.0193
focused,0.3439,0.3267,0.3844,0.577,0.2567,0.0987,0.0013
focused,0.3857,0.4731,0.4662,-27.8892,0.3046,0.142,0.2351
focused,0.2495,0.4513,0.1662,8.6644,0.3845,0.0639,0.0887
focused,0.1651,0.4341,0.1222,-14.5484,0.351,0.0429,0.1289
focused,0.365,0.3882,0.2409,9.4985,0.2724,0.0656,0.0645
focused,0.2281,0.4283,0.1785,-6.7311,0.3191,0.057,0.0644
focused,0.39,0.5184,0.2935,-3.962,0.327,0.096,0.052
focused,0.1384,0.4306,0.2757,0.0466,0.3247,0.0895,0.0179
focused,0.2052,0.426,0.1795,-3.0544,0.3492,0.0627,0.0126
